,score,enemies beaten,enemies beaten list,enemies not beaten list,enemy lives,player lives,times
462,0.125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 40.0, 90.0, 90.0, 100, 100, 80.0, 100]","[0, 0, 0, 0, 48.400000000000304, 0, 0, 0]","[331, 252, 83, 278, 1000, 240, 399, 489]"
463,2.5125000000000006,2,"[2, 5]","[1, 3, 4, 6, 7, 8]","[70.0, 0, 70.0, 70.0, 0, 70.0, 70.0, 40.0]","[0, 64, 0, 0, 64.00000000000034, 0, 0, 0]","[308, 285, 337, 269, 262, 163, 307, 274]"
464,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 90.0, 90.0, 100]","[0, 0, 0, 0, 65.80000000000032, 0, 0, 0]","[308, 323, 458, 354, 1000, 168, 304, 248]"
465,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
466,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[401, 368, 527, 1365, 1000, 468, 15, 463]"
467,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 120, 315, 205]"
468,1.275,1,[8],"[1, 2, 3, 4, 5, 6, 7]","[90.0, 60.0, 100, 90.0, 90.0, 100, 50.0, 0]","[0, 0, 0, 0, 67.00000000000031, 0, 0, 5.200000000000234]","[321, 186, 109, 453, 1000, 297, 381, 451]"
469,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[316, 329, 340, 147, 1000, 215, 308, 223]"
470,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
471,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
472,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 68.8000000000003, 0, 0, 0]","[321, 154, 83, 472, 1000, 274, 407, 484]"
473,0.325,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 40.0, 60.0, 70.0, 60.0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[311, 605, 334, 217, 520, 147, 434, 228]"
474,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 2.200000000000234, 0, 0, 0]","[315, 316, 519, 226, 1000, 116, 16, 235]"
475,0.05,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 70.0, 100, 100, 90.0, 100, 100, 100]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 0]","[308, 409, 328, 505, 1000, 543, 15, 446]"
476,3.5375,3,"[2, 5, 8]","[1, 3, 4, 6, 7]","[100, 0, 60.0, 90.0, 0, 100, 20.0, 0]","[0, 22, 0, 0, 44.200000000000294, 0, 0, 29.80000000000026]","[329, 198, 158, 239, 267, 242, 391, 344]"
477,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
478,0.23749999999999996,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 40.0, 90.0, 80.0, 80.0, 100, 40.0, 80.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[323, 164, 83, 251, 694, 208, 326, 350]"
479,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 39.40000000000028, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 208]"
480,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[372, 368, 525, 233, 1000, 144, 15, 242]"
481,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
482,0.20000000000000004,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[40.0, 100, 100, 90.0, 60.0, 90.0, 90.0, 70.0]","[0, 0, 0, 0, 52.00000000000031, 0, 0, 0]","[398, 368, 528, 467, 1000, 305, 32, 383]"
483,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 90.0, 90.0, 100]","[0, 0, 0, 0, 47.8000000000003, 0, 0, 0]","[346, 375, 453, 313, 1000, 288, 160, 207]"
484,1.3875,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[50.0, 70.0, 30.0, 80.0, 0, 90.0, 100, 70.0]","[0, 0, 0, 0, 82.00000000000017, 0, 0, 0]","[398, 342, 522, 485, 332, 345, 15, 367]"
485,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 548, 224, 147, 1000, 367, 315, 227]"
486,0.225,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[40.0, 70.0, 80.0, 80.0, 90.0, 100, 90.0, 70.0]","[0, 0, 0, 0, 27.400000000000254, 0, 0, 0]","[406, 347, 304, 552, 1000, 259, 32, 413]"
487,1.3124999999999996,1,[2],"[1, 3, 4, 5, 6, 7, 8]","[90.0, 0, 80.0, 90.0, 90.0, 90.0, 30.0, 80.0]","[0, 52, 0, 0, 0, 0, 0, 0]","[397, 257, 217, 165, 397, 176, 227, 217]"
488,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 26.20000000000025, 0, 0, 0]","[366, 252, 83, 246, 1000, 292, 276, 450]"
489,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 217]"
490,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[391, 368, 525, 1309, 1000, 468, 15, 321]"
491,2.4000000000000004,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 80.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 281, 156, 572, 167, 399, 344]"
492,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 44.800000000000296, 0, 0, 0]","[401, 355, 525, 444, 1000, 212, 15, 241]"
493,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 31.000000000000263, 0, 0, 0]","[315, 329, 339, 147, 1000, 169, 315, 205]"
494,2.5374999999999996,2,"[2, 5]","[1, 3, 4, 6, 7, 8]","[70.0, 0, 60.0, 70.0, 0, 80.0, 10.0, 80.0]","[0, 70, 0, 0, 64.60000000000034, 0, 0, 0]","[308, 247, 337, 267, 268, 147, 305, 209]"
495,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
496,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 208]"
497,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[391, 368, 388, 1365, 1000, 467, 15, 366]"
498,3.5250000000000004,3,"[2, 7, 8]","[1, 3, 4, 5, 6]","[90.0, 0, 70.0, 90.0, 70.0, 60.0, 0, 0]","[0, 70, 0, 0, 0, 0, 26.20000000000025, 30.40000000000026]","[325, 181, 83, 140, 658, 220, 210, 426]"
499,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 64.60000000000034, 0, 0, 0]","[315, 322, 339, 357, 1000, 180, 314, 216]"
500,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
501,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
502,0.037500000000000006,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 80.0, 100, 100, 100, 100]","[0, 0, 0, 0, 53.200000000000315, 0, 0, 0]","[308, 401, 328, 602, 1000, 380, 23, 471]"
503,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 495, 165, 315, 205]"
504,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
505,1.2499999999999998,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 80.0, 80.0, 90.0, 0, 90.0, 100, 60.0]","[0, 0, 0, 0, 73.60000000000025, 0, 0, 0]","[191, 350, 222, 377, 251, 384, 15, 653]"
506,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 244, 440, 110, 311, 214]"
507,0.28750000000000003,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 10.0, 70.0, 90.0, 90.0, 100, 30.0, 80.0]","[0, 0, 0, 0, 52.600000000000314, 0, 0, 0]","[569, 621, 83, 219, 1000, 152, 143, 388]"
508,1.3624999999999998,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 33.40000000000027, 0, 0, 0]","[311, 605, 227, 217, 292, 153, 430, 255]"
509,0.2125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 30.0, 100, 90.0, 60.0, 50.0, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[322, 290, 83, 183, 345, 204, 174, 229]"
510,0.125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 90.0, 100, 60.0, 60.0, 100, 100]","[0, 0, 0, 0, 18.400000000000233, 0, 0, 0]","[315, 312, 286, 194, 1000, 452, 315, 214]"
511,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.20000000000032, 0, 0, 0]","[315, 320, 340, 221, 1000, 184, 302, 224]"
512,0.0875,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 40.0, 90.0, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[299, 279, 276, 721, 924, 218, 240, 301]"
513,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 214]"
514,0.35,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 60.0, 50.0, 70.0, 80.0, 90.0, 20.0, 50.0]","[0, 0, 0, 0, 53.80000000000032, 0, 0, 0]","[357, 615, 260, 483, 1000, 147, 182, 265]"
515,0.037500000000000006,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 80.0, 100, 100, 90.0, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 256, 482, 102, 317, 238]"
516,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 90.0, 100, 90.0, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 310, 340, 307, 976, 252, 77, 310]"
517,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[413, 368, 523, 435, 1000, 248, 15, 313]"
518,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
519,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 35.20000000000027, 0, 0, 0]","[311, 307, 207, 146, 1000, 491, 416, 253]"
520,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
521,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
522,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 34.60000000000027, 0, 0, 0]","[315, 329, 201, 159, 1000, 177, 315, 205]"
523,0.07500000000000001,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 90.0, 100, 90.0, 90.0, 100, 70.0]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[308, 409, 328, 507, 1000, 508, 15, 446]"
524,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
525,2.4125000000000005,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 83, 166, 672, 240, 399, 339]"
526,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
527,0.0125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 90.0, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
528,2.4000000000000004,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 30.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 83, 156, 577, 240, 399, 344]"
529,1.3624999999999998,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 33.40000000000027, 0, 0, 0]","[308, 329, 227, 217, 292, 147, 313, 208]"
530,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 226, 755, 124, 309, 225]"
531,2.4125000000000005,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 279, 156, 572, 245, 424, 344]"
532,0.08750000000000001,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 80.0, 90.0, 80.0, 100, 100, 90.0]","[0, 0, 0, 0, 77.80000000000021, 0, 0, 0]","[398, 342, 522, 507, 1000, 443, 15, 367]"
533,0.1875,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 20.0, 80.0, 100, 80.0, 100, 100, 70.0]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[146, 406, 83, 367, 1000, 169, 15, 338]"
534,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 464, 354, 1000, 215, 306, 292]"
535,0.18750000000000003,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[60.0, 90.0, 100, 70.0, 70.0, 80.0, 90.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[308, 320, 340, 291, 895, 165, 307, 223]"
536,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
537,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
538,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 39.40000000000028, 0, 0, 0]","[308, 365, 338, 149, 1000, 170, 16, 225]"
539,0.28750000000000003,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 60.0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[308, 329, 227, 217, 389, 147, 313, 208]"
540,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 223, 147, 1000, 177, 315, 205]"
541,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
542,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[341, 342, 339, 147, 1000, 190, 315, 346]"
543,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 39.40000000000028, 0, 0, 0]","[311, 598, 227, 149, 1000, 434, 202, 491]"
544,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 115, 301, 224]"
545,3.4500000000000006,3,"[2, 7, 8]","[1, 3, 4, 5, 6]","[90.0, 0, 90.0, 90.0, 70.0, 100, 0, 0]","[0, 62, 0, 0, 0, 0, 19.000000000000234, 5.200000000000234]","[321, 257, 213, 280, 742, 267, 197, 480]"
546,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[308, 320, 339, 354, 1000, 201, 311, 220]"
547,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 44.800000000000296, 0, 0, 0]","[320, 322, 341, 354, 1000, 307, 134, 254]"
548,2.4125000000000005,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 83, 156, 572, 167, 399, 344]"
549,1.4125,1,[8],"[1, 2, 3, 4, 5, 6, 7]","[90.0, 10.0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 0, 0, 0, 88.60000000000011, 0, 0, 28.600000000000257]","[321, 164, 83, 248, 1000, 213, 381, 331]"
550,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[407, 349, 533, 187, 833, 102, 45, 225]"
551,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 232, 755, 124, 302, 224]"
552,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[352, 396, 526, 1266, 1000, 437, 15, 362]"
553,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
554,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 215, 292, 222]"
555,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[320, 320, 340, 354, 1000, 215, 347, 235]"
556,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
557,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 4.600000000000234, 0, 0, 0]","[364, 359, 521, 234, 1000, 144, 16, 225]"
558,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 208]"
559,1.3625,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[50.0, 90.0, 20.0, 90.0, 0, 90.0, 100, 70.0]","[0, 0, 0, 0, 81.40000000000018, 0, 0, 0]","[398, 150, 522, 486, 331, 285, 15, 367]"
560,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[328, 329, 343, 244, 481, 102, 200, 212]"
561,1.3999999999999997,1,[2],"[1, 3, 4, 5, 6, 7, 8]","[90.0, 0, 90.0, 90.0, 40.0, 80.0, 10.0, 80.0]","[0, 64, 0, 0, 0, 0, 0, 0]","[312, 258, 221, 269, 714, 163, 308, 223]"
562,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[308, 320, 337, 354, 1000, 211, 307, 222]"
563,0.08750000000000001,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 90.0, 90.0, 90.0, 80.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 216, 468, 113, 317, 205]"
564,0.0625,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 90.0, 100, 100, 60.0, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[331, 252, 83, 188, 1000, 264, 399, 489]"
565,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 115, 307, 209]"
566,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 46.6000000000003, 0, 0, 0]","[315, 381, 521, 147, 1000, 341, 24, 309]"
567,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
568,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 57.400000000000325, 0, 0, 0]","[413, 328, 525, 248, 1000, 99, 15, 259]"
569,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 232, 843, 135, 306, 219]"
570,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[391, 342, 338, 1365, 1000, 467, 15, 366]"
571,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 89.2000000000001, 0, 0, 0]","[416, 368, 525, 385, 1000, 468, 15, 833]"
572,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
573,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 216, 302, 224]"
574,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.000000000000284, 0, 0, 0]","[313, 329, 340, 149, 1000, 174, 317, 210]"
575,0.225,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 100, 10.0, 100, 20.0, 100]","[0, 0, 0, 0, 82.60000000000016, 0, 0, 0]","[399, 340, 458, 1147, 1000, 378, 193, 381]"
576,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 43.00000000000029, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 314, 208]"
