,score,enemies beaten,enemies beaten list,enemies not beaten list,enemy lives,player lives,times
232,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 53.80000000000032, 0, 0, 0]","[331, 251, 83, 247, 1000, 240, 397, 489]"
233,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 341, 354, 1000, 215, 308, 224]"
234,0.125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 70.0, 90.0, 100, 80.0, 90.0, 100, 70.0]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[308, 409, 302, 503, 1000, 306, 15, 446]"
235,1.3624999999999998,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 40.000000000000284, 0, 0, 0]","[308, 329, 227, 223, 267, 157, 299, 232]"
236,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[326, 329, 339, 215, 440, 102, 273, 179]"
237,1.375,1,[2],"[1, 3, 4, 5, 6, 7, 8]","[70.0, 0, 100, 80.0, 90.0, 70.0, 10.0, 80.0]","[0, 70, 0, 0, 0, 0, 0, 0]","[308, 247, 340, 272, 792, 163, 307, 229]"
238,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
239,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 83.80000000000015, 0, 0, 0]","[308, 409, 328, 507, 1000, 465, 15, 446]"
240,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[372, 368, 525, 352, 1000, 214, 15, 229]"
241,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 169, 315, 205]"
242,0.1875,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 70.0, 60.0, 90.0, 50.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[308, 329, 337, 221, 465, 147, 313, 208]"
243,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
244,1.3375000000000001,1,[2],"[1, 3, 4, 5, 6, 7, 8]","[100, 0, 90.0, 70.0, 100, 80.0, 20.0, 70.0]","[0, 52, 0, 0, 0, 0, 0, 0]","[322, 256, 106, 211, 382, 241, 191, 332]"
245,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[413, 368, 525, 426, 1000, 265, 15, 328]"
246,1.4,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 50.0, 10.0, 60.0, 0, 80.0, 100, 80.0]","[0, 0, 0, 0, 70.60000000000028, 0, 0, 0]","[331, 332, 519, 379, 346, 195, 16, 351]"
247,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
248,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 38.80000000000028, 0, 0, 0]","[331, 254, 83, 236, 1000, 302, 407, 489]"
249,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[401, 368, 525, 1365, 1000, 468, 15, 322]"
250,1.4125,1,[8],"[1, 2, 3, 4, 5, 6, 7]","[90.0, 10.0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 0, 0, 0, 88.60000000000011, 0, 0, 28.600000000000257]","[321, 164, 83, 248, 1000, 213, 381, 331]"
251,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
252,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
253,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 227, 467, 102, 313, 204]"
254,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[325, 329, 339, 215, 440, 255, 267, 226]"
255,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 2.200000000000234, 0, 0, 0]","[334, 410, 83, 173, 1000, 327, 259, 500]"
256,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 169, 315, 205]"
257,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
258,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[331, 252, 83, 247, 1000, 240, 403, 239]"
259,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[308, 320, 337, 354, 1000, 215, 307, 222]"
260,1.4,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 10.0, 60.0, 0, 90.0, 100, 80.0]","[0, 0, 0, 0, 79.6000000000002, 0, 0, 0]","[331, 379, 521, 363, 242, 160, 17, 296]"
261,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[413, 368, 525, 444, 1000, 247, 15, 328]"
262,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 204]"
263,0.15,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[50.0, 90.0, 90.0, 80.0, 100, 100, 100, 70.0]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[398, 342, 525, 485, 1000, 247, 15, 367]"
264,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 86.80000000000013, 0, 0, 0]","[413, 368, 525, 1365, 1000, 402, 15, 328]"
265,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 49.60000000000031, 0, 0, 0]","[398, 338, 528, 1121, 1000, 247, 32, 236]"
266,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
267,0.3125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[90.0, 10.0, 70.0, 90.0, 90.0, 100, 30.0, 70.0]","[0, 0, 0, 0, 88.60000000000011, 0, 0, 0]","[319, 164, 83, 257, 1000, 213, 413, 351]"
268,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
269,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
270,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[321, 250, 284, 575, 1000, 338, 314, 484]"
271,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 53.80000000000032, 0, 0, 0]","[325, 329, 339, 147, 1000, 178, 16, 185]"
272,3.65,3,"[2, 5, 8]","[1, 3, 4, 6, 7]","[70.0, 0, 50.0, 70.0, 0, 80.0, 10.0, 0]","[0, 70, 0, 0, 58.60000000000033, 0, 0, 5.200000000000234]","[308, 247, 163, 267, 274, 192, 209, 484]"
273,0.11249999999999999,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 50.0, 90.0, 100, 100, 100, 100, 70.0]","[0, 0, 0, 0, 86.80000000000013, 0, 0, 0]","[308, 410, 328, 503, 1000, 328, 15, 471]"
274,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 51.40000000000031, 0, 0, 0]","[343, 316, 340, 244, 1000, 131, 61, 230]"
275,1.3624999999999998,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 33.40000000000027, 0, 0, 0]","[308, 329, 227, 217, 292, 147, 313, 208]"
276,1.3499999999999999,1,[8],"[1, 2, 3, 4, 5, 6, 7]","[90.0, 40.0, 70.0, 90.0, 90.0, 100, 40.0, 0]","[0, 0, 0, 0, 0, 0, 0, 30.40000000000026]","[323, 416, 83, 225, 663, 203, 219, 331]"
277,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 338, 147, 1000, 177, 315, 205]"
278,0.16249999999999998,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 30.0, 80.0, 100, 90.0, 100, 70.0, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[331, 598, 280, 275, 572, 194, 247, 253]"
279,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 94.60000000000005, 0, 0, 0]","[308, 311, 192, 1014, 1000, 214, 23, 287]"
280,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 175, 302, 224]"
281,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
282,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
283,0.0125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 90.0, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 105, 215, 426, 102, 317, 205]"
284,2.55,2,"[2, 5]","[1, 3, 4, 6, 7, 8]","[70.0, 0, 60.0, 70.0, 0, 70.0, 10.0, 80.0]","[0, 70, 0, 0, 64.60000000000034, 0, 0, 0]","[308, 247, 337, 269, 268, 163, 307, 222]"
285,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
286,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 208]"
287,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
288,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
289,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 106, 315, 205]"
290,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 215, 302, 224]"
291,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 226, 755, 124, 310, 226]"
292,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
293,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
294,0.07500000000000001,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[90.0, 100, 70.0, 80.0, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 319, 454, 443, 792, 135, 313, 245]"
295,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[344, 152, 398, 1365, 1000, 257, 79, 362]"
296,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[391, 368, 527, 1365, 1000, 468, 15, 366]"
297,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[413, 368, 525, 444, 1000, 247, 15, 328]"
298,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
299,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
300,1.3875,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[50.0, 70.0, 30.0, 80.0, 0, 90.0, 100, 70.0]","[0, 0, 0, 0, 82.00000000000017, 0, 0, 0]","[398, 342, 522, 485, 332, 345, 15, 367]"
301,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[331, 406, 83, 247, 1000, 240, 17, 428]"
302,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 53.80000000000032, 0, 0, 0]","[331, 252, 283, 247, 1000, 240, 399, 489]"
303,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 308, 521, 1018, 1000, 180, 23, 239]"
304,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
305,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[391, 329, 528, 1365, 1000, 467, 15, 243]"
306,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
307,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 80.0, 100]","[0, 0, 0, 0, 53.80000000000032, 0, 0, 0]","[331, 252, 83, 247, 1000, 336, 407, 459]"
308,0.25,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 90.0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[311, 329, 227, 217, 390, 147, 395, 228]"
309,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
310,0.0375,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 70.0, 100]","[0, 0, 0, 0, 39.40000000000028, 0, 0, 0]","[308, 329, 227, 149, 1000, 217, 313, 208]"
311,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[391, 368, 535, 1308, 1000, 231, 15, 238]"
312,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 520, 1365, 1000, 468, 15, 346]"
313,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[413, 368, 525, 444, 1000, 286, 15, 328]"
314,2.4125000000000005,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 83, 156, 572, 167, 399, 344]"
315,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[308, 320, 337, 354, 1000, 175, 306, 224]"
316,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 149, 1000, 142, 316, 229]"
317,0.15000000000000002,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 70.0, 60.0, 80.0, 90.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[308, 329, 339, 224, 674, 149, 313, 210]"
318,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
319,0.1,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 80.0, 90.0, 100, 90.0, 90.0, 100, 70.0]","[0, 0, 0, 0, 80.80000000000018, 0, 0, 0]","[308, 478, 328, 445, 1000, 292, 15, 511]"
320,0.037500000000000006,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 80.0, 100, 100, 90.0, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 228, 778, 143, 305, 330]"
321,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 232, 755, 116, 307, 226]"
322,1.4124999999999999,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[30.0, 70.0, 50.0, 90.0, 0, 80.0, 90.0, 60.0]","[0, 0, 0, 0, 82.60000000000016, 0, 0, 0]","[454, 328, 380, 468, 197, 306, 38, 391]"
323,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 94.60000000000005, 0, 0, 0]","[308, 409, 328, 1437, 1000, 543, 15, 446]"
324,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[308, 320, 337, 354, 1000, 211, 307, 222]"
325,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 148, 1000, 177, 315, 205]"
326,0.0625,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 90.0, 90.0, 100, 90.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 239, 454, 175, 317, 205]"
327,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
328,0.21250000000000002,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 60.0, 90.0, 90.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[308, 340, 227, 217, 703, 147, 32, 208]"
329,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 49.60000000000031, 0, 0, 0]","[166, 216, 501, 975, 1000, 468, 15, 369]"
330,2.4125000000000005,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 83, 156, 572, 167, 399, 344]"
331,1.3625,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[50.0, 80.0, 40.0, 70.0, 0, 100, 100, 70.0]","[0, 0, 0, 0, 76.00000000000023, 0, 0, 0]","[363, 324, 507, 246, 371, 220, 15, 226]"
332,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 338, 147, 1000, 177, 317, 214]"
333,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 42.40000000000029, 0, 0, 0]","[315, 316, 513, 261, 1000, 178, 57, 274]"
334,0.11249999999999999,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 70.0, 90.0, 90.0, 100, 90.0, 100, 70.0]","[0, 0, 0, 0, 17.20000000000023, 0, 0, 0]","[125, 127, 213, 259, 1000, 165, 15, 357]"
335,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[413, 368, 525, 426, 1000, 285, 15, 328]"
336,1.3749999999999998,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 0, 90.0, 30.0, 80.0]","[0, 0, 0, 0, 33.40000000000027, 0, 0, 0]","[308, 329, 227, 228, 292, 147, 328, 227]"
337,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[325, 355, 337, 147, 1000, 199, 199, 236]"
338,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 47.2000000000003, 0, 0, 0]","[308, 329, 378, 142, 1000, 181, 313, 210]"
339,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
340,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 237, 440, 102, 219, 204]"
341,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
342,2.4125000000000005,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 28.000000000000256]","[327, 176, 83, 223, 691, 174, 392, 344]"
343,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 67.00000000000031, 0, 0, 0]","[308, 320, 338, 333, 1000, 175, 309, 203]"
344,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 0]","[398, 342, 522, 1405, 1000, 486, 15, 367]"
345,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 320, 212]"
346,0.0625,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[90.0, 90.0, 100, 90.0, 100, 100, 90.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 274, 753, 149, 308, 224]"
